labor_force,employed,unemployed,unemp_rate,bls_county
"14,572","13,739",833,5.7,"Perry County, Mississippi"
"14,423","13,864",559,3.9,"Pike County, Mississippi"
"11,207","10,722",485,4.3,"Pontotoc County, Mississippi"
"2,432","2,248",184,7.6,"Prentiss County, Mississippi"
"76,149","73,554","2,595",3.4,"Quitman County, Mississippi"
"13,152","12,637",515,3.9,"Rankin County, Mississippi"
"1,686","1,568",118,7,"Scott County, Mississippi"
"10,931","10,439",492,4.5,"Sharkey County, Mississippi"
"6,752","6,456",296,4.4,"Simpson County, Mississippi"
"6,791","6,422",369,5.4,"Smith County, Mississippi"
"7,837","7,226",611,7.8,"Stone County, Mississippi"
"5,399","5,114",285,5.3,"Sunflower County, Mississippi"
"12,259","11,659",600,4.9,"Tallahatchie County, Mississippi"
"9,443","9,033",410,4.3,"Tate County, Mississippi"
"8,461","8,068",393,4.6,"Tippah County, Mississippi"
"4,477","4,240",237,5.3,"Tishomingo County, Mississippi"
"14,034","13,540",494,3.5,"Tunica County, Mississippi"
"5,024","4,699",325,6.5,"Union County, Mississippi"
"20,405","19,292","1,113",5.5,"Walthall County, Mississippi"
"16,727","15,547","1,180",7.1,"Warren County, Mississippi"
"7,506","7,103",403,5.4,"Washington County, Mississippi"
"3,907","3,713",194,5,"Wayne County, Mississippi"
"2,765","2,530",235,8.5,"Webster County, Mississippi"
"7,407","6,994",413,5.6,"Wilkinson County, Mississippi"
"5,119","4,865",254,5,"Winston County, Mississippi"
"9,073","8,570",503,5.5,"Yalobusha County, Mississippi"
"10,672","10,297",375,3.5,"Yazoo County, Mississippi"
"9,685","9,427",258,2.7,"Adair County, Missouri"
"2,771","2,702",69,2.5,"Andrew County, Missouri"
"10,804","10,470",334,3.1,"Atchison County, Missouri"
"15,592","15,129",463,3,"Audrain County, Missouri"
"5,181","5,021",160,3.1,"Barry County, Missouri"
"7,960","7,657",303,3.8,"Barton County, Missouri"
"7,143","6,820",323,4.5,"Bates County, Missouri"
"5,498","5,300",198,3.6,"Benton County, Missouri"
"97,114","94,908","2,206",2.3,"Bollinger County, Missouri"
"44,570","43,251","1,319",3,"Boone County, Missouri"
"18,127","17,297",830,4.6,"Buchanan County, Missouri"
"4,404","4,266",138,3.1,"Butler County, Missouri"
"21,087","20,469",618,2.9,"Caldwell County, Missouri"
"18,578","17,795",783,4.2,"Callaway County, Missouri"
"40,008","38,906","1,102",2.8,"Camden County, Missouri"
"4,683","4,536",147,3.1,"Cape Girardeau County, Missouri"
"2,513","2,384",129,5.1,"Carroll County, Missouri"
"54,386","52,726","1,660",3.1,"Carter County, Missouri"
"5,691","5,495",196,3.4,"Cass County, Missouri"
"3,760","3,655",105,2.8,"Cedar County, Missouri"
"43,619","42,495","1,124",2.6,"Chariton County, Missouri"
"3,187","3,064",123,3.9,"Christian County, Missouri"
"134,903","130,999","3,904",2.9,"Clark County, Missouri"
"10,852","10,510",342,3.2,"Clay County, Missouri"
"38,229","37,273",956,2.5,"Clinton County, Missouri"
"7,424","7,194",230,3.1,"Cole County, Missouri"
"10,832","10,407",425,3.9,"Cooper County, Missouri"
"3,576","3,479",97,2.7,"Crawford County, Missouri"
"6,966","6,693",273,3.9,"Dade County, Missouri"
"4,048","3,926",122,3,"Dallas County, Missouri"
"4,829","4,677",152,3.1,"Daviess County, Missouri"
"6,199","5,994",205,3.3,"DeKalb County, Missouri"
"5,009","4,780",229,4.6,"Dent County, Missouri"
"12,102","11,436",666,5.5,"Douglas County, Missouri"
"52,287","50,683","1,604",3.1,"Dunklin County, Missouri"
"7,752","7,527",225,2.9,"Franklin County, Missouri"
"3,584","3,497",87,2.4,"Gasconade County, Missouri"
"148,502","144,715","3,787",2.6,"Gentry County, Missouri"
"4,536","4,372",164,3.6,"Greene County, Missouri"
"3,828","3,710",118,3.1,"Grundy County, Missouri"
"9,795","9,446",349,3.6,"Harrison County, Missouri"
"3,834","3,676",158,4.1,"Henry County, Missouri"
"2,644","2,581",63,2.4,"Hickory County, Missouri"
"4,973","4,832",141,2.8,"Holt County, Missouri"
"16,233","15,653",580,3.6,"Howard County, Missouri"
"3,544","3,353",191,5.4,"Howell County, Missouri"
"363,146","349,588","13,558",3.7,"Iron County, Missouri"
"56,624","55,069","1,555",2.7,"Jackson County, Missouri"
"116,200","112,580","3,620",3.1,"Jasper County, Missouri"
"22,777","21,933",844,3.7,"Jefferson County, Missouri"
"1,922","1,868",54,2.8,"Johnson County, Missouri"
"16,785","16,165",620,3.7,"Knox County, Missouri"
"16,991","16,446",545,3.2,"Laclede County, Missouri"
"18,100","17,548",552,3,"Lafayette County, Missouri"
"5,099","4,954",145,2.8,"Lawrence County, Missouri"
"27,367","26,463",904,3.3,"Lewis County, Missouri"
"5,133","4,892",241,4.7,"Lincoln County, Missouri"
"7,500","7,313",187,2.5,"Linn County, Missouri"
"10,507","10,188",319,3,"Livingston County, Missouri"
"7,661","7,436",225,2.9,"McDonald County, Missouri"
"5,464","5,270",194,3.6,"Macon County, Missouri"
"3,874","3,746",128,3.3,"Madison County, Missouri"
"14,450","14,003",447,3.1,"Maries County, Missouri"
"1,910","1,850",60,3.1,"Marion County, Missouri"
"12,112","11,669",443,3.7,"Mercer County, Missouri"
"5,937","5,710",227,3.8,"Miller County, Missouri"
"7,223","7,007",216,3,"Mississippi County, Missouri"
"3,960","3,819",141,3.6,"Moniteau County, Missouri"
"5,693","5,529",164,2.9,"Monroe County, Missouri"
"7,945","7,606",339,4.3,"Montgomery County, Missouri"
"8,046","7,662",384,4.8,"Morgan County, Missouri"
"27,232","26,411",821,3,"New Madrid County, Missouri"
"10,650","10,338",312,2.9,"Newton County, Missouri"
"3,936","3,800",136,3.5,"Nodaway County, Missouri"
"6,996","6,827",169,2.4,"Oregon County, Missouri"
"3,461","3,282",179,5.2,"Osage County, Missouri"
"6,349","5,997",352,5.5,"Ozark County, Missouri"
"10,173","9,935",238,2.3,"Pemiscot County, Missouri"
"20,716","19,859",857,4.1,"Perry County, Missouri"
"19,662","19,056",606,3.1,"Pettis County, Missouri"
"7,674","7,397",277,3.6,"Phelps County, Missouri"
"57,812","56,330","1,482",2.6,"Pike County, Missouri"
"14,329","13,806",523,3.6,"Platte County, Missouri"
"14,629","14,103",526,3.6,"Polk County, Missouri"
"2,440","2,356",84,3.4,"Pulaski County, Missouri"
"5,618","5,460",158,2.8,"Putnam County, Missouri"
"10,257","9,863",394,3.8,"Ralls County, Missouri"
"11,048","10,651",397,3.6,"Randolph County, Missouri"
"3,039","2,945",94,3.1,"Ray County, Missouri"
"5,129","4,862",267,5.2,"Reynolds County, Missouri"
"221,947","216,310","5,637",2.5,"Ripley County, Missouri"
"3,781","3,616",165,4.4,"St. Charles County, Missouri"
"9,195","8,938",257,2.8,"St. Clair County, Missouri"
"26,504","25,535",969,3.7,"Ste. Genevieve County, Missouri"
"525,125","509,324","15,801",3,"St. Francois County, Missouri"
"10,732","10,406",326,3,"St. Louis County, Missouri"
"1,977","1,895",82,4.1,"Saline County, Missouri"
"2,380","2,312",68,2.9,"Schuyler County, Missouri"
"20,017","19,333",684,3.4,"Scotland County, Missouri"
"3,241","3,079",162,5,"Scott County, Missouri"
"3,018","2,926",92,3,"Shannon County, Missouri"
"13,090","12,509",581,4.4,"Shelby County, Missouri"
"13,763","13,119",644,4.7,"Stoddard County, Missouri"
"2,811","2,723",88,3.1,"Stone County, Missouri"
"26,828","25,433","1,395",5.2,"Sullivan County, Missouri"
"9,043","8,673",370,4.1,"Taney County, Missouri"
"9,557","9,256",301,3.1,"Texas County, Missouri"
"17,560","17,067",493,2.8,"Vernon County, Missouri"
"10,205","9,752",453,4.4,"Warren County, Missouri"
"5,322","5,064",258,4.8,"Washington County, Missouri"
"16,916","16,391",525,3.1,"Wayne County, Missouri"
"1,193","1,159",34,2.8,"Webster County, Missouri"
"7,425","7,118",307,4.1,"Worth County, Missouri"
"153,678","147,800","5,878",3.8,"Wright County, Missouri"
"5,043","4,885",158,3.1,"St. Louis city, Missouri"
"5,098","4,609",489,9.6,"Beaverhead County, Montana"
"2,291","2,193",98,4.3,"Big Horn County, Montana"
"2,628","2,524",104,4,"Blaine County, Montana"
"5,487","5,294",193,3.5,"Broadwater County, Montana"
672,655,17,2.5,"Carbon County, Montana"
"37,848","36,486","1,362",3.6,"Carter County, Montana"
"2,481","2,406",75,3,"Cascade County, Montana"
"6,068","5,880",188,3.1,"Chouteau County, Montana"
881,862,19,2.2,"Custer County, Montana"
"4,639","4,513",126,2.7,"Daniels County, Montana"
"5,143","4,960",183,3.6,"Dawson County, Montana"
"1,704","1,672",32,1.9,"Deer Lodge County, Montana"
"5,779","5,564",215,3.7,"Fallon County, Montana"
"47,793","45,504","2,289",4.8,"Fergus County, Montana"
"66,429","64,755","1,674",2.5,"Flathead County, Montana"
738,718,20,2.7,"Gallatin County, Montana"
"5,713","5,268",445,7.8,"Garfield County, Montana"
369,352,17,4.6,"Glacier County, Montana"
"1,675","1,585",90,5.4,"Golden Valley County, Montana"
"7,613","7,339",274,3.6,"Granite County, Montana"
"5,630","5,414",216,3.8,"Hill County, Montana"
920,889,31,3.4,"Jefferson County, Montana"
"13,135","12,572",563,4.3,"Judith Basin County, Montana"
"35,455","34,277","1,178",3.3,"Lake County, Montana"
964,940,24,2.5,"Lewis and Clark County, Montana"
"8,060","7,465",595,7.4,"Liberty County, Montana"
980,962,18,1.8,"Lincoln County, Montana"
"4,488","4,329",159,3.5,"McCone County, Montana"
955,918,37,3.9,"Madison County, Montana"
"1,718","1,595",123,7.2,"Meagher County, Montana"
"63,069","60,969","2,100",3.3,"Mineral County, Montana"
"2,267","2,170",97,4.3,"Missoula County, Montana"
"8,822","8,484",338,3.8,"Musselshell County, Montana"
287,275,12,4.2,"Park County, Montana"
"1,918","1,831",87,4.5,"Petroleum County, Montana"
"2,712","2,602",110,4.1,"Phillips County, Montana"
971,943,28,2.9,"Pondera County, Montana"
"2,880","2,761",119,4.1,"Powder River County, Montana"
492,474,18,3.7,"Powell County, Montana"
"19,913","19,078",835,4.2,"Prairie County, Montana"
"5,889","5,709",180,3.1,"Ravalli County, Montana"
"4,461","4,257",204,4.6,"Richland County, Montana"
"3,893","3,687",206,5.3,"Roosevelt County, Montana"
"4,765","4,461",304,6.4,"Rosebud County, Montana"
"1,769","1,727",42,2.4,"Sanders County, Montana"
"17,238","16,546",692,4,"Sheridan County, Montana"
"4,932","4,764",168,3.4,"Silver Bow County, Montana"
"1,772","1,718",54,3,"Stillwater County, Montana"
"2,702","2,611",91,3.4,"Sweet Grass County, Montana"
"2,120","2,064",56,2.6,"Teton County, Montana"
337,327,10,3,"Toole County, Montana"
"4,129","4,003",126,3.1,"Treasure County, Montana"
782,743,39,5,"Valley County, Montana"
464,448,16,3.4,"Wheatland County, Montana"
"81,269","78,554","2,715",3.3,"Wibaux County, Montana"
"16,547","16,072",475,2.9,"Yellowstone County, Montana"
"3,574","3,489",85,2.4,"Adams County, Nebraska"
219,208,11,5,"Antelope County, Nebraska"
381,368,13,3.4,"Arthur County, Nebraska"
262,250,12,4.6,"Banner County, Nebraska"
"2,922","2,857",65,2.2,"Blaine County, Nebraska"
"5,399","5,250",149,2.8,"Boone County, Nebraska"
"1,083","1,051",32,3,"Box Butte County, Nebraska"
"1,392","1,346",46,3.3,"Boyd County, Nebraska"
"27,695","27,046",649,2.3,"Brown County, Nebraska"
"3,465","3,349",116,3.3,"Buffalo County, Nebraska"
"4,533","4,428",105,2.3,"Burt County, Nebraska"
"13,275","12,882",393,3,"Butler County, Nebraska"
"4,459","4,355",104,2.3,"Cass County, Nebraska"
"2,268","2,219",49,2.2,"Cedar County, Nebraska"
"3,375","3,303",72,2.1,"Chase County, Nebraska"
"4,731","4,598",133,2.8,"Cherry County, Nebraska"
"3,239","3,139",100,3.1,"Cheyenne County, Nebraska"
"5,556","5,427",129,2.3,"Clay County, Nebraska"
"4,713","4,597",116,2.5,"Colfax County, Nebraska"
"6,425","6,289",136,2.1,"Cuming County, Nebraska"
"10,777","10,404",373,3.5,"Custer County, Nebraska"
"5,040","4,905",135,2.7,"Dakota County, Nebraska"
"12,934","12,578",356,2.8,"Dawes County, Nebraska"
974,945,29,3,"Dawson County, Nebraska"
"3,046","2,955",91,3,"Deuel County, Nebraska"
"19,361","18,832",529,2.7,"Dixon County, Nebraska"
"293,923","284,929","8,994",3.1,"Dodge County, Nebraska"
"1,161","1,135",26,2.2,"Douglas County, Nebraska"
"3,159","3,081",78,2.5,"Dundy County, Nebraska"
"1,468","1,424",44,3,"Fillmore County, Nebraska"
"1,506","1,468",38,2.5,"Franklin County, Nebraska"
"2,627","2,560",67,2.6,"Frontier County, Nebraska"
"10,916","10,571",345,3.2,"Furnas County, Nebraska"
"1,192","1,164",28,2.3,"Gage County, Nebraska"
"1,173","1,145",28,2.4,"Garden County, Nebraska"
"1,064","1,037",27,2.5,"Garfield County, Nebraska"
416,405,11,2.6,"Gosper County, Nebraska"
"1,214","1,182",32,2.6,"Grant County, Nebraska"
"31,628","30,629",999,3.2,"Greeley County, Nebraska"
"4,682","4,566",116,2.5,"Hall County, Nebraska"
"1,772","1,731",41,2.3,"Hamilton County, Nebraska"
595,582,13,2.2,"Harlan County, Nebraska"
"1,252","1,210",42,3.4,"Hayes County, Nebraska"
"5,725","5,579",146,2.6,"Hitchcock County, Nebraska"
401,386,15,3.7,"Holt County, Nebraska"
"3,316","3,216",100,3,"Hooker County, Nebraska"
"4,155","4,052",103,2.5,"Howard County, Nebraska"
"2,074","2,000",74,3.6,"Jefferson County, Nebraska"
"3,743","3,666",77,2.1,"Johnson County, Nebraska"
"4,548","4,412",136,3,"Kearney County, Nebraska"
586,573,13,2.2,"Keith County, Nebraska"
"2,016","1,963",53,2.6,"Keya Paha County, Nebraska"
"4,635","4,494",141,3,"Kimball County, Nebraska"
"173,384","168,976","4,408",2.5,"Knox County, Nebraska"
"18,306","17,763",543,3,"Lancaster County, Nebraska"
469,456,13,2.8,"Lincoln County, Nebraska"
395,383,12,3,"Logan County, Nebraska"
440,429,11,2.5,"Loup County, Nebraska"
"19,398","18,914",484,2.5,"McPherson County, Nebraska"
"4,053","3,940",113,2.8,"Madison County, Nebraska"
"2,599","2,530",69,2.7,"Merrick County, Nebraska"
"2,026","1,977",49,2.4,"Morrill County, Nebraska"
"3,608","3,484",124,3.4,"Nance County, Nebraska"
"2,388","2,325",63,2.6,"Nemaha County, Nebraska"
"8,134","7,904",230,2.8,"Nuckolls County, Nebraska"
"1,472","1,435",37,2.5,"Otoe County, Nebraska"
"1,808","1,773",35,1.9,"Pawnee County, Nebraska"
"4,903","4,793",110,2.2,"Perkins County, Nebraska"
"4,089","3,983",106,2.6,"Phelps County, Nebraska"
"17,328","16,870",458,2.6,"Pierce County, Nebraska"
"2,902","2,834",68,2.3,"Platte County, Nebraska"
"5,826","5,689",137,2.4,"Polk County, Nebraska"
"4,231","4,105",126,3,"Red Willow County, Nebraska"
906,884,22,2.4,"Richardson County, Nebraska"
"7,441","7,217",224,3,"Rock County, Nebraska"
"94,057","91,558","2,499",2.7,"Saline County, Nebraska"
"10,948","10,650",298,2.7,"Sarpy County, Nebraska"
"18,422","17,831",591,3.2,"Saunders County, Nebraska"
"8,730","8,505",225,2.6,"Scotts Bluff County, Nebraska"
"2,690","2,621",69,2.6,"Seward County, Nebraska"
"1,701","1,656",45,2.6,"Sheridan County, Nebraska"
743,724,19,2.6,"Sherman County, Nebraska"
"3,468","3,383",85,2.5,"Sioux County, Nebraska"
"2,866","2,802",64,2.2,"Stanton County, Nebraska"
440,427,13,3,"Thayer County, Nebraska"
"2,968","2,848",120,4,"Thomas County, Nebraska"
"2,084","2,024",60,2.9,"Thurston County, Nebraska"
"11,209","10,894",315,2.8,"Valley County, Nebraska"
"5,665","5,529",136,2.4,"Washington County, Nebraska"
"1,645","1,599",46,2.8,"Wayne County, Nebraska"
562,548,14,2.5,"Webster County, Nebraska"
"7,309","7,127",182,2.5,"Wheeler County, Nebraska"
"11,214","10,778",436,3.9,"York County, Nebraska"
"1,098,114","1,045,471","52,643",4.8,"Churchill County, Nevada"
"22,882","21,889",993,4.3,"Clark County, Nevada"
"27,148","26,260",888,3.3,"Douglas County, Nevada"
433,412,21,4.8,"Elko County, Nevada"
"1,064","1,035",29,2.7,"Esmeralda County, Nevada"
"8,170","7,894",276,3.4,"Eureka County, Nevada"
"3,151","3,034",117,3.7,"Humboldt County, Nevada"
"2,088","1,995",93,4.5,"Lander County, Nevada"
"22,467","21,255","1,212",5.4,"Lincoln County, Nevada"
"1,929","1,823",106,5.5,"Lyon County, Nevada"
"16,801","15,841",960,5.7,"Mineral County, Nevada"
"2,586","2,480",106,4.1,"Nye County, Nevada"
"2,005","1,916",89,4.4,"Pershing County, Nevada"
"250,005","240,941","9,064",3.6,"Storey County, Nevada"
"4,604","4,434",170,3.7,"Washoe County, Nevada"
"25,718","24,502","1,216",4.7,"White Pine County, Nevada"
"31,291","30,503",788,2.5,"Carson City, Nevada"
"23,607","23,009",598,2.5,"Belknap County, New Hampshire"
"41,020","39,990","1,030",2.5,"Carroll County, New Hampshire"
"14,606","14,139",467,3.2,"Cheshire County, New Hampshire"
"49,592","48,560","1,032",2.1,"Coos County, New Hampshire"
"236,915","230,692","6,223",2.6,"Grafton County, New Hampshire"
"82,759","80,927","1,832",2.2,"Hillsborough County, New Hampshire"
"185,379","180,279","5,100",2.8,"Merrimack County, New Hampshire"
"73,309","71,633","1,676",2.3,"Rockingham County, New Hampshire"
"23,272","22,779",493,2.1,"Strafford County, New Hampshire"
"118,969","111,968","7,001",5.9,"Sullivan County, New Hampshire"
"472,001","455,773","16,228",3.4,"Atlantic County, New Jersey"
"227,445","218,877","8,568",3.8,"Bergen County, New Jersey"
"249,945","238,357","11,588",4.6,"Burlington County, New Jersey"
"45,785","41,945","3,840",8.4,"Camden County, New Jersey"
"64,289","60,128","4,161",6.5,"Cape May County, New Jersey"
"364,346","345,495","18,851",5.2,"Cumberland County, New Jersey"
"147,175","140,940","6,235",4.2,"Essex County, New Jersey"
"357,639","343,787","13,852",3.9,"Gloucester County, New Jersey"
"63,020","60,971","2,049",3.3,"Hudson County, New Jersey"
"196,494","189,277","7,217",3.7,"Hunterdon County, New Jersey"
"435,053","419,262","15,791",3.6,"Mercer County, New Jersey"
"323,106","311,236","11,870",3.7,"Middlesex County, New Jersey"
"252,984","244,696","8,288",3.3,"Monmouth County, New Jersey"
"266,971","255,456","11,515",4.3,"Morris County, New Jersey"
"239,206","227,001","12,205",5.1,"Ocean County, New Jersey"
"28,795","27,226","1,569",5.4,"Passaic County, New Jersey"
"169,129","163,318","5,811",3.4,"Salem County, New Jersey"
"72,560","69,689","2,871",4,"Somerset County, New Jersey"
"272,683","260,935","11,748",4.3,"Sussex County, New Jersey"
"55,348","53,230","2,118",3.8,"Union County, New Jersey"
"329,380","314,530","14,850",4.5,"Warren County, New Jersey"
"1,117","1,045",72,6.4,"Bernalillo County, New Mexico"
"27,137","25,818","1,319",4.9,"Catron County, New Mexico"
"8,927","8,366",561,6.3,"Chaves County, New Mexico"
"5,480","5,209",271,4.9,"Cibola County, New Mexico"
"21,629","20,751",878,4.1,"Colfax County, New Mexico"
768,733,35,4.6,"Curry County, New Mexico"
"96,769","91,299","5,470",5.7,"De Baca County, New Mexico"
"31,376","30,331","1,045",3.3,"DoÒa Ana County, New Mexico"
"12,248","11,647",601,4.9,"Eddy County, New Mexico"
"1,624","1,534",90,5.5,"Grant County, New Mexico"
283,268,15,5.3,"Guadalupe County, New Mexico"
"2,190","2,106",84,3.8,"Harding County, New Mexico"
"29,873","28,642","1,231",4.1,"Hidalgo County, New Mexico"
"8,702","8,306",396,4.6,"Lea County, New Mexico"
"9,098","8,790",308,3.4,"Lincoln County, New Mexico"
"10,107","8,904","1,203",11.9,"Los Alamos County, New Mexico"
"23,810","22,111","1,699",7.1,"Luna County, New Mexico"
"2,266","2,127",139,6.1,"McKinley County, New Mexico"
"24,601","23,398","1,203",4.9,"Mora County, New Mexico"
"3,202","3,047",155,4.8,"Otero County, New Mexico"
"16,670","15,802",868,5.2,"Quay County, New Mexico"
"7,875","7,533",342,4.3,"Rio Arriba County, New Mexico"
"64,633","61,416","3,217",5,"Roosevelt County, New Mexico"
"52,537","49,508","3,029",5.8,"Sandoval County, New Mexico"
"10,939","10,289",650,5.9,"San Juan County, New Mexico"
"73,974","70,909","3,065",4.1,"San Miguel County, New Mexico"
"4,097","3,808",289,7.1,"Santa Fe County, New Mexico"
"6,455","6,112",343,5.3,"Sierra County, New Mexico"
"14,985","14,010",975,6.5,"Socorro County, New Mexico"
"5,603","5,176",427,7.6,"Taos County, New Mexico"
"1,773","1,714",59,3.3,"Torrance County, New Mexico"
"30,234","28,584","1,650",5.5,"Union County, New Mexico"
"158,835","152,991","5,844",3.7,"Valencia County, New Mexico"
"19,461","18,365","1,096",5.6,"Albany County, New York"
"605,864","571,545","34,319",5.7,"Allegany County, New York"
"84,592","80,477","4,115",4.9,"Bronx County, New York"
"34,020","32,200","1,820",5.3,"Broome County, New York"
"35,954","34,344","1,610",4.5,"Cattaraugus County, New York"
"54,993","52,227","2,766",5,"Cayuga County, New York"
"35,373","33,724","1,649",4.7,"Chautauqua County, New York"
"22,416","21,369","1,047",4.7,"Chemung County, New York"
"36,428","34,831","1,597",4.4,"Chenango County, New York"
"31,426","30,383","1,043",3.3,"Clinton County, New York"
"22,927","21,762","1,165",5.1,"Columbia County, New York"
"19,244","18,316",928,4.8,"Cortland County, New York"
"143,934","138,629","5,305",3.7,"Delaware County, New York"
"443,446","423,872","19,574",4.4,"Dutchess County, New York"
"17,078","16,244",834,4.9,"Erie County, New York"
"19,647","18,633","1,014",5.2,"Essex County, New York"
"22,877","21,711","1,166",5.1,"Franklin County, New York"
"29,796","28,551","1,245",4.2,"Fulton County, New York"
"20,735","19,800",935,4.5,"Genesee County, New York"
"2,296","2,139",157,6.8,"Greene County, New York"
"27,990","26,616","1,374",4.9,"Hamilton County, New York"
"44,691","42,181","2,510",5.6,"Herkimer County, New York"
"1,211,721","1,160,501","51,220",4.2,"Jefferson County, New York"
"11,677","11,030",647,5.5,"Kings County, New York"
"30,827","29,494","1,333",4.3,"Lewis County, New York"
"32,630","31,066","1,564",4.8,"Livingston County, New York"
"362,858","347,399","15,459",4.3,"Madison County, New York"
"22,436","21,281","1,155",5.1,"Monroe County, New York"
"707,875","682,848","25,027",3.5,"Montgomery County, New York"
"919,101","885,351","33,750",3.7,"Nassau County, New York"
"99,138","93,941","5,197",5.2,"New York County, New York"
"101,729","97,231","4,498",4.4,"Niagara County, New York"
"220,771","211,945","8,826",4,"Oneida County, New York"
"55,149","52,977","2,172",3.9,"Onondaga County, New York"
"182,241","175,086","7,155",3.9,"Ontario County, New York"
"17,616","16,746",870,4.9,"Orange County, New York"
"52,824","49,932","2,892",5.5,"Orleans County, New York"
"28,170","26,945","1,225",4.3,"Oswego County, New York"
"51,085","49,199","1,886",3.7,"Otsego County, New York"
"1,162,225","1,120,459","41,766",3.6,"Putnam County, New York"
"81,358","78,192","3,166",3.9,"Queens County, New York"
"220,621","211,509","9,112",4.1,"Rensselaer County, New York"
"154,676","148,901","5,775",3.7,"Richmond County, New York"
"43,515","41,067","2,448",5.6,"Rockland County, New York"
"118,982","114,795","4,187",3.5,"St. Lawrence County, New York"
"76,303","73,240","3,063",4,"Saratoga County, New York"
"14,774","14,062",712,4.8,"Schenectady County, New York"
"8,268","7,845",423,5.1,"Schoharie County, New York"
"16,087","15,465",622,3.9,"Schuyler County, New York"
"42,816","40,710","2,106",4.9,"Seneca County, New York"
"777,784","747,832","29,952",3.9,"Steuben County, New York"
"35,947","34,475","1,472",4.1,"Suffolk County, New York"
"22,772","21,773",999,4.4,"Sullivan County, New York"
"50,112","48,283","1,829",3.6,"Tioga County, New York"
"88,712","85,260","3,452",3.9,"Tompkins County, New York"
"31,709","30,236","1,473",4.6,"Ulster County, New York"
"28,164","26,999","1,165",4.1,"Warren County, New York"
"43,877","42,054","1,823",4.2,"Washington County, New York"
"484,256","465,428","18,828",3.9,"Wayne County, New York"
"18,093","17,255",838,4.6,"Westchester County, New York"
"11,783","11,336",447,3.8,"Wyoming County, New York"
"80,583","77,625","2,958",3.7,"Yates County, New York"
"18,023","17,453",570,3.2,"Alamance County, North Carolina"
"4,305","4,111",194,4.5,"Alexander County, North Carolina"
"10,407","9,942",465,4.5,"Alleghany County, North Carolina"
"12,750","12,292",458,3.6,"Anson County, North Carolina"
"7,639","7,361",278,3.6,"Ashe County, North Carolina"
"19,739","18,839",900,4.6,"Avery County, North Carolina"
"7,832","7,445",387,4.9,"Beaufort County, North Carolina"
"14,418","13,659",759,5.3,"Bertie County, North Carolina"
"52,867","50,144","2,723",5.2,"Bladen County, North Carolina"
"139,319","135,185","4,134",3,"Brunswick County, North Carolina"
"40,579","39,133","1,446",3.6,"Buncombe County, North Carolina"
"106,601","102,807","3,794",3.6,"Burke County, North Carolina"
"36,595","35,193","1,402",3.8,"Cabarrus County, North Carolina"
"4,650","4,477",173,3.7,"Caldwell County, North Carolina"
"31,755","30,386","1,369",4.3,"Camden County, North Carolina"
"9,820","9,391",429,4.4,"Carteret County, North Carolina"
"78,802","76,041","2,761",3.5,"Caswell County, North Carolina"
"34,637","33,479","1,158",3.3,"Catawba County, North Carolina"
"11,235","10,740",495,4.4,"Chatham County, North Carolina"
"5,582","5,335",247,4.4,"Cherokee County, North Carolina"
"4,111","3,933",178,4.3,"Chowan County, North Carolina"
"47,966","46,071","1,895",4,"Clay County, North Carolina"
"22,338","21,223","1,115",5,"Cleveland County, North Carolina"
"41,528","39,784","1,744",4.2,"Columbus County, North Carolina"
"127,957","121,379","6,578",5.1,"Craven County, North Carolina"
"13,633","13,141",492,3.6,"Cumberland County, North Carolina"
"19,851","18,836","1,015",5.1,"Currituck County, North Carolina"
"80,112","77,186","2,926",3.7,"Dare County, North Carolina"
"20,474","19,774",700,3.4,"Davidson County, North Carolina"
"24,946","23,866","1,080",4.3,"Davie County, North Carolina"
"167,606","161,771","5,835",3.5,"Duplin County, North Carolina"
"21,741","20,271","1,470",6.8,"Durham County, North Carolina"
"186,122","179,013","7,109",3.8,"Edgecombe County, North Carolina"
"30,642","29,421","1,221",4,"Forsyth County, North Carolina"
"109,604","105,359","4,245",3.9,"Franklin County, North Carolina"
"5,309","5,097",212,4,"Gaston County, North Carolina"
"3,179","2,993",186,5.9,"Gates County, North Carolina"
"29,943","28,929","1,014",3.4,"Graham County, North Carolina"
"9,558","9,190",368,3.9,"Granville County, North Carolina"
"260,591","249,820","10,771",4.1,"Greene County, North Carolina"
"20,243","19,014","1,229",6.1,"Guilford County, North Carolina"
"52,791","50,341","2,450",4.6,"Halifax County, North Carolina"
"29,465","28,472",993,3.4,"Harnett County, North Carolina"
"54,476","52,712","1,764",3.2,"Haywood County, North Carolina"
"9,120","8,662",458,5,"Henderson County, North Carolina"
"19,920","18,918","1,002",5,"Hertford County, North Carolina"
"2,008","1,842",166,8.3,"Hoke County, North Carolina"
"87,984","84,841","3,143",3.6,"Hyde County, North Carolina"
"19,484","18,682",802,4.1,"Iredell County, North Carolina"
"96,136","92,682","3,454",3.6,"Jackson County, North Carolina"
"4,379","4,195",184,4.2,"Johnston County, North Carolina"
"26,420","25,276","1,144",4.3,"Jones County, North Carolina"
"27,857","26,753","1,104",4,"Lee County, North Carolina"
"42,654","41,200","1,454",3.4,"Lenoir County, North Carolina"
"21,145","20,433",712,3.4,"Lincoln County, North Carolina"
"15,316","14,717",599,3.9,"McDowell County, North Carolina"
"10,144","9,777",367,3.6,"Macon County, North Carolina"
"9,295","8,832",463,5,"Madison County, North Carolina"
"611,673","588,987","22,686",3.7,"Martin County, North Carolina"
