,GEOID,NAME,variable,total_land,rural_land,urban_land,percent_rural,percent_urban,ruralscore,urbanscore
2663,24043,"Washington County, Maryland",total_land,60814,17383,43431,0.2858387871,0.7141612129,28.6,71.4
2664,25005,"Bristol County, Massachusetts",total_land,230535,21474,209061,0.09314854577,0.9068514542,9.3,90.7
2665,24047,"Worcester County, Maryland",total_land,55749,9088,46661,0.163016377,0.836983623,16.3,83.7
2666,24510,"Baltimore city, Maryland",total_land,296685,0,296685,0,1,0,100
2667,25001,"Barnstable County, Massachusetts",total_land,160281,18599,141682,0.1160399548,0.8839600452,11.6,88.4
2668,25007,"Dukes County, Massachusetts",total_land,17188,8609,8579,0.5008727019,0.4991272981,50.1,49.9
2669,25003,"Berkshire County, Massachusetts",total_land,68508,25276,43232,0.3689496117,0.6310503883,36.9,63.1
2670,25023,"Plymouth County, Massachusetts",total_land,200161,20494,179667,0.102387578,0.897612422,10.2,89.8
2671,25009,"Essex County, Massachusetts",total_land,306754,12840,293914,0.04185764489,0.9581423551,4.2,95.8
2672,25011,"Franklin County, Massachusetts",total_land,33758,18442,15316,0.5463001363,0.4536998637,54.6,45.4
2673,25013,"Hampden County, Massachusetts",total_land,192175,16765,175410,0.08723819435,0.9127618056,8.7,91.3
2674,25015,"Hampshire County, Massachusetts",total_land,62603,18726,43877,0.2991230452,0.7008769548,29.9,70.1
2675,25017,"Middlesex County, Massachusetts",total_land,612004,16706,595298,0.02729720721,0.9727027928,2.7,97.3
2676,25019,"Nantucket County, Massachusetts",total_land,11618,4396,7222,0.3783783784,0.6216216216,37.8,62.2
2677,25021,"Norfolk County, Massachusetts",total_land,270359,2980,267379,0.01102238135,0.9889776186,1.1,98.9
2678,45075,"Orangeburg County, South Carolina",total_land,42504,27799,14705,0.6540325616,0.3459674384,65.4,34.6
2679,45077,"Pickens County, South Carolina",total_land,51244,19479,31765,0.3801225509,0.6198774491,38,62
2680,45089,"Williamsburg County, South Carolina",total_land,15359,12478,2881,0.8124226838,0.1875773162,81.2,18.8
2681,25025,"Suffolk County, Massachusetts",total_land,315522,0,315522,0,1,0,100
2682,45067,"Marion County, South Carolina",total_land,14953,9017,5936,0.6030228048,0.3969771952,60.3,39.7
2683,45069,"Marlboro County, South Carolina",total_land,12072,7314,4758,0.6058648111,0.3941351889,60.6,39.4
2684,45071,"Newberry County, South Carolina",total_land,17922,12662,5260,0.7065059703,0.2934940297,70.7,29.3
2685,45079,"Richland County, South Carolina",total_land,161725,14682,147043,0.09078373783,0.9092162622,9.1,90.9
2686,45081,"Saluda County, South Carolina",total_land,9289,7822,1467,0.8420712671,0.1579287329,84.2,15.8
2687,45083,"Spartanburg County, South Carolina",total_land,122628,32754,89874,0.2671004991,0.7328995009,26.7,73.3
2688,45085,"Sumter County, South Carolina",total_land,46011,14519,31492,0.315554976,0.684445024,31.6,68.4
2689,45087,"Union County, South Carolina",total_land,14153,8984,5169,0.6347770791,0.3652229209,63.5,36.5
2690,46007,"Bennett County, South Dakota",total_land,1263,1263,0,1,0,100,0
2691,45091,"York County, South Carolina",total_land,94196,21308,72888,0.2262091809,0.7737908191,22.6,77.4
2692,46003,"Aurora County, South Dakota",total_land,1324,1324,0,1,0,100,0
2693,46011,"Brookings County, South Dakota",total_land,13137,4273,8864,0.3252645201,0.6747354799,32.5,67.5
2694,46015,"Brule County, South Dakota",total_land,2433,2433,0,1,0,100,0
2695,46013,"Brown County, South Dakota",total_land,16706,4592,12114,0.2748713037,0.7251286963,27.5,72.5
2696,46005,"Beadle County, South Dakota",total_land,8304,2266,6038,0.2728805395,0.7271194605,27.3,72.7
2697,46009,"Bon Homme County, South Dakota",total_land,2931,2931,0,1,0,100,0
2698,46027,"Clay County, South Dakota",total_land,5639,1635,4004,0.2899450257,0.7100549743,29,71
2699,46017,"Buffalo County, South Dakota",total_land,609,609,0,1,0,100,0
2700,46019,"Butte County, South Dakota",total_land,4621,2254,2367,0.4877732093,0.5122267907,48.8,51.2
2701,46021,"Campbell County, South Dakota",total_land,980,980,0,1,0,100,0
2702,46025,"Clark County, South Dakota",total_land,1710,1710,0,1,0,100,0
2703,46023,"Charles Mix County, South Dakota",total_land,3849,3849,0,1,0,100,0
2704,46043,"Douglas County, South Dakota",total_land,1439,1439,0,1,0,100,0
2705,46029,"Codington County, South Dakota",total_land,12397,2528,9869,0.2039203033,0.7960796967,20.4,79.6
2706,46031,"Corson County, South Dakota",total_land,1540,1540,0,1,0,100,0
2707,46033,"Custer County, South Dakota",total_land,4628,4628,0,1,0,100,0
2708,46035,"Davison County, South Dakota",total_land,8852,1873,6979,0.211590601,0.788409399,21.2,78.8
2709,28073,"Lamar County, Mississippi",total_land,24070,11511,12559,0.478230162,0.521769838,47.8,52.2
2710,28095,"Monroe County, Mississippi",total_land,16455,11377,5078,0.69140079,0.30859921,69.1,30.9
2711,28057,"Itawamba County, Mississippi",total_land,10126,8929,1197,0.8817894529,0.1182105471,88.2,11.8
2712,28059,"Jackson County, Mississippi",total_land,60067,15170,44897,0.2525513177,0.7474486823,25.3,74.7
2713,28061,"Jasper County, Mississippi",total_land,8212,8212,0,1,0,100,0
2714,28099,"Neshoba County, Mississippi",total_land,12357,8976,3381,0.7263899005,0.2736100995,72.6,27.4
2715,28103,"Noxubee County, Mississippi",total_land,5170,3960,1210,0.7659574468,0.2340425532,76.6,23.4
2716,28075,"Lauderdale County, Mississippi",total_land,34698,15859,18839,0.4570580437,0.5429419563,45.7,54.3
2717,28077,"Lawrence County, Mississippi",total_land,6019,6019,0,1,0,100,0
2718,28079,"Leake County, Mississippi",total_land,9415,7897,1518,0.8387679235,0.1612320765,83.9,16.1
2719,28081,"Lee County, Mississippi",total_land,35872,15917,19955,0.4437165477,0.5562834523,44.4,55.6
2720,28083,"Leflore County, Mississippi",total_land,13199,2799,10400,0.2120615198,0.7879384802,21.2,78.8
2721,28085,"Lincoln County, Mississippi",total_land,15255,10558,4697,0.6921009505,0.3078990495,69.2,30.8
2722,28087,"Lowndes County, Mississippi",total_land,26556,10966,15590,0.4129386956,0.5870613044,41.3,58.7
2723,28089,"Madison County, Mississippi",total_land,38558,10569,27989,0.2741065408,0.7258934592,27.4,72.6
2724,28091,"Marion County, Mississippi",total_land,11838,8732,3106,0.7376245987,0.2623754013,73.8,26.2
2725,28093,"Marshall County, Mississippi",total_land,14881,12795,2086,0.8598212486,0.1401787514,86,14
2726,28097,"Montgomery County, Mississippi",total_land,5194,3243,1951,0.624374278,0.375625722,62.4,37.6
2727,28101,"Newton County, Mississippi",total_land,9373,8145,1228,0.8689853835,0.1310146165,86.9,13.1
2728,28105,"Oktibbeha County, Mississippi",total_land,20947,7929,13018,0.378526758,0.621473242,37.9,62.1
2729,31049,"Deuel County, Nebraska",total_land,1044,1044,0,1,0,100,0
2730,31051,"Dixon County, Nebraska",total_land,2688,2688,0,1,0,100,0
2731,31067,"Gage County, Nebraska",total_land,10446,4503,5943,0.4310740953,0.5689259047,43.1,56.9
2732,31053,"Dodge County, Nebraska",total_land,16584,4687,11897,0.2826218041,0.7173781959,28.3,71.7
2733,31055,"Douglas County, Nebraska",total_land,219580,5033,214547,0.02292103106,0.9770789689,2.3,97.7
2734,31063,"Frontier County, Nebraska",total_land,1574,1574,0,1,0,100,0
2735,31065,"Furnas County, Nebraska",total_land,2721,2721,0,1,0,100,0
2736,31057,"Dundy County, Nebraska",total_land,1125,1125,0,1,0,100,0
2737,31059,"Fillmore County, Nebraska",total_land,2913,2913,0,1,0,100,0
2738,31061,"Franklin County, Nebraska",total_land,1734,1734,0,1,0,100,0
2739,31079,"Hall County, Nebraska",total_land,23549,3624,19925,0.153891885,0.846108115,15.4,84.6
2740,31069,"Garden County, Nebraska",total_land,1314,1314,0,1,0,100,0
2741,31071,"Garfield County, Nebraska",total_land,1178,1178,0,1,0,100,0
2742,31073,"Gosper County, Nebraska",total_land,1267,1267,0,1,0,100,0
2743,31075,"Grant County, Nebraska",total_land,391,391,0,1,0,100,0
2744,31077,"Greeley County, Nebraska",total_land,1300,1300,0,1,0,100,0
2745,31095,"Jefferson County, Nebraska",total_land,3918,1785,2133,0.4555895865,0.5444104135,45.6,54.4
2746,31081,"Hamilton County, Nebraska",total_land,3968,2035,1933,0.5128528226,0.4871471774,51.3,48.7
2747,31083,"Harlan County, Nebraska",total_land,2375,2375,0,1,0,100,0
2748,31085,"Hayes County, Nebraska",total_land,511,511,0,1,0,100,0
2749,31087,"Hitchcock County, Nebraska",total_land,1763,1763,0,1,0,100,0
2750,31089,"Holt County, Nebraska",total_land,5215,3441,1774,0.6598274209,0.3401725791,66,34
2751,31091,"Hooker County, Nebraska",total_land,431,431,0,1,0,100,0
2752,31093,"Howard County, Nebraska",total_land,2951,2951,0,1,0,100,0
2753,31107,"Knox County, Nebraska",total_land,4788,4788,0,1,0,100,0
2754,31097,"Johnson County, Nebraska",total_land,2191,2191,0,1,0,100,0
2755,31099,"Kearney County, Nebraska",total_land,2886,1536,1350,0.5322245322,0.4677754678,53.2,46.8
2756,31101,"Keith County, Nebraska",total_land,5424,3201,2223,0.5901548673,0.4098451327,59,41
2757,31103,"Keya Paha County, Nebraska",total_land,549,549,0,1,0,100,0
2758,31105,"Kimball County, Nebraska",total_land,1963,1963,0,1,0,100,0
2759,31129,"Nuckolls County, Nebraska",total_land,2465,2465,0,1,0,100,0
2760,31109,"Lancaster County, Nebraska",total_land,120875,9128,111747,0.07551602896,0.924483971,7.6,92.4
2761,31111,"Lincoln County, Nebraska",total_land,16583,4947,11636,0.2983175541,0.7016824459,29.8,70.2
2762,31113,"Logan County, Nebraska",total_land,395,395,0,1,0,100,0
2763,31115,"Loup County, Nebraska",total_land,426,426,0,1,0,100,0
2764,31117,"McPherson County, Nebraska",total_land,283,283,0,1,0,100,0
2765,31119,"Madison County, Nebraska",total_land,15014,4030,10984,0.2684161449,0.7315838551,26.8,73.2
2766,31121,"Merrick County, Nebraska",total_land,3698,2195,1503,0.5935640887,0.4064359113,59.4,40.6
2767,31123,"Morrill County, Nebraska",total_land,2442,2442,0,1,0,100,0
2768,31127,"Nemaha County, Nebraska",total_land,3498,1756,1742,0.5020011435,0.4979988565,50.2,49.8
2769,31125,"Nance County, Nebraska",total_land,1801,1801,0,1,0,100,0
2770,31141,"Platte County, Nebraska",total_land,13378,4072,9306,0.3043803259,0.6956196741,30.4,69.6
2771,46037,"Day County, South Dakota",total_land,3630,3630,0,1,0,100,0
2772,46039,"Deuel County, South Dakota",total_land,2204,2204,0,1,0,100,0
2773,46041,"Dewey County, South Dakota",total_land,2002,1302,700,0.6503496503,0.3496503497,65,35
2774,46065,"Hughes County, South Dakota",total_land,7623,1813,5810,0.2378328742,0.7621671258,23.8,76.2
2775,46045,"Edmunds County, South Dakota",total_land,1966,1966,0,1,0,100,0
2776,46047,"Fall River County, South Dakota",total_land,4191,2358,1833,0.5626342162,0.4373657838,56.3,43.7
2777,46049,"Faulk County, South Dakota",total_land,1136,1136,0,1,0,100,0
2778,46051,"Grant County, South Dakota",total_land,3526,1868,1658,0.5297787862,0.4702212138,53,47
2779,46053,"Gregory County, South Dakota",total_land,2503,2503,0,1,0,100,0
2780,46055,"Haakon County, South Dakota",total_land,1013,1013,0,1,0,100,0
2781,46061,"Hanson County, South Dakota",total_land,1177,1177,0,1,0,100,0
2782,46063,"Harding County, South Dakota",total_land,731,731,0,1,0,100,0
2783,46057,"Hamlin County, South Dakota",total_land,2760,2760,0,1,0,100,0
2784,46059,"Hand County, South Dakota",total_land,1815,1815,0,1,0,100,0
2785,46077,"Kingsbury County, South Dakota",total_land,2720,2720,0,1,0,100,0
2786,46067,"Hutchinson County, South Dakota",total_land,3351,3351,0,1,0,100,0
2787,46069,"Hyde County, South Dakota",total_land,708,708,0,1,0,100,0
2788,46071,"Jackson County, South Dakota",total_land,1193,1193,0,1,0,100,0
2789,46073,"Jerauld County, South Dakota",total_land,1070,1070,0,1,0,100,0
2790,46075,"Jones County, South Dakota",total_land,589,589,0,1,0,100,0
2791,46089,"McPherson County, South Dakota",total_land,1418,1418,0,1,0,100,0
2792,46079,"Lake County, South Dakota",total_land,5559,2826,2733,0.5083648138,0.4916351862,50.8,49.2
2793,46081,"Lawrence County, South Dakota",total_land,12756,5236,7520,0.4104735027,0.5895264973,41,59
2794,46083,"Lincoln County, South Dakota",total_land,17875,5141,12734,0.2876083916,0.7123916084,28.8,71.2
2795,46085,"Lyman County, South Dakota",total_land,1704,1704,0,1,0,100,0
2796,46087,"McCook County, South Dakota",total_land,2491,2491,0,1,0,100,0
2797,53039,"Klickitat County, Washington",total_land,9786,6047,3739,0.6179235643,0.3820764357,61.8,38.2
2798,53025,"Grant County, Washington",total_land,35083,15532,19551,0.442721546,0.557278454,44.3,55.7
2799,53027,"Grays Harbor County, Washington",total_land,35166,14286,20880,0.4062446681,0.5937553319,40.6,59.4
2800,53029,"Island County, Washington",total_land,40234,21229,19005,0.5276383159,0.4723616841,52.8,47.2
2801,53031,"Jefferson County, Washington",total_land,17767,10738,7029,0.6043789047,0.3956210953,60.4,39.6
2802,53033,"King County, Washington",total_land,851261,26698,824563,0.031362884,0.968637116,3.1,96.9
2803,53035,"Kitsap County, Washington",total_land,107367,17804,89563,0.1658237634,0.8341762366,16.6,83.4
2804,53041,"Lewis County, Washington",total_land,34050,21241,12809,0.6238179148,0.3761820852,62.4,37.6
2805,53037,"Kittitas County, Washington",total_land,21900,10795,11105,0.4929223744,0.5070776256,49.3,50.7
2806,53057,"Skagit County, Washington",total_land,51473,16696,34777,0.3243642298,0.6756357702,32.4,67.6
2807,53043,"Lincoln County, Washington",total_land,5776,5776,0,1,0,100,0
2808,53045,"Mason County, Washington",total_land,32518,23903,8615,0.7350698075,0.2649301925,73.5,26.5
2809,53047,"Okanogan County, Washington",total_land,22245,18685,3560,0.8399640369,0.1600359631,84,16
2810,53049,"Pacific County, Washington",total_land,15547,9816,5731,0.6313758281,0.3686241719,63.1,36.9
2811,53051,"Pend Oreille County, Washington",total_land,7936,6951,985,0.8758820565,0.1241179435,87.6,12.4
2812,53053,"Pierce County, Washington",total_land,325375,22618,302757,0.06951363811,0.9304863619,7,93
2813,53055,"San Juan County, Washington",total_land,13313,13313,0,1,0,100,0
2814,53069,"Wahkiakum County, Washington",total_land,2067,2067,0,1,0,100,0
2815,53059,"Skamania County, Washington",total_land,5628,5628,0,1,0,100,0
2816,53061,"Snohomish County, Washington",total_land,286659,32247,254412,0.1124925434,0.8875074566,11.2,88.8
2817,53063,"Spokane County, Washington",total_land,201434,26171,175263,0.1299234489,0.8700765511,13,87
2818,53065,"Stevens County, Washington",total_land,21156,17403,3753,0.8226035167,0.1773964833,82.3,17.7
2819,53067,"Thurston County, Washington",total_land,108182,22399,85783,0.2070492319,0.7929507681,20.7,79.3
2820,54013,"Calhoun County, West Virginia",total_land,3963,3963,0,1,0,100,0
2821,53077,"Yakima County, Washington",total_land,85474,20303,65171,0.2375342209,0.7624657791,23.8,76.2
2822,53075,"Whitman County, Washington",total_land,19323,6026,13297,0.311856337,0.688143663,31.2,68.8
2823,54001,"Barbour County, West Virginia",total_land,7849,6596,1253,0.8403618295,0.1596381705,84,16
2824,53071,"Walla Walla County, Washington",total_land,23451,4058,19393,0.1730416613,0.8269583387,17.3,82.7
2825,53073,"Whatcom County, Washington",total_land,90665,23792,66873,0.2624165885,0.7375834115,26.2,73.8
2826,54005,"Boone County, West Virginia",total_land,11070,8945,2125,0.8080397471,0.1919602529,80.8,19.2
2827,54003,"Berkeley County, West Virginia",total_land,44762,14227,30535,0.3178365578,0.6821634422,31.8,68.2
2828,54007,"Braxton County, West Virginia",total_land,7415,7415,0,1,0,100,0
2829,54011,"Cabell County, West Virginia",total_land,46169,9154,37015,0.1982715675,0.8017284325,19.8,80.2
2830,54009,"Brooke County, West Virginia",total_land,10967,4170,6797,0.3802316039,0.6197683961,38,62
2831,54029,"Hancock County, West Virginia",total_land,14541,4254,10287,0.2925520941,0.7074479059,29.3,70.7
2832,31131,"Otoe County, Nebraska",total_land,7025,3847,3178,0.5476156584,0.4523843416,54.8,45.2
2833,31133,"Pawnee County, Nebraska",total_land,1588,1588,0,1,0,100,0
2834,31135,"Perkins County, Nebraska",total_land,1450,1450,0,1,0,100,0
2835,31137,"Phelps County, Nebraska",total_land,4175,1646,2529,0.394251497,0.605748503,39.4,60.6
2836,31139,"Pierce County, Nebraska",total_land,3222,3222,0,1,0,100,0
2837,31157,"Scotts Bluff County, Nebraska",total_land,16408,5087,11321,0.3100316919,0.6899683081,31,69
2838,31143,"Polk County, Nebraska",total_land,2731,2731,0,1,0,100,0
2839,31145,"Red Willow County, Nebraska",total_land,5267,1614,3653,0.3064363015,0.6935636985,30.6,69.4
2840,31147,"Richardson County, Nebraska",total_land,4393,2266,2127,0.5158206237,0.4841793763,51.6,48.4
2841,31149,"Rock County, Nebraska",total_land,912,912,0,1,0,100,0
2842,31151,"Saline County, Nebraska",total_land,5762,3379,2383,0.5864283235,0.4135716765,58.6,41.4
2843,31153,"Sarpy County, Nebraska",total_land,61938,3377,58561,0.0545222642,0.9454777358,5.5,94.5
2844,31155,"Saunders County, Nebraska",total_land,9221,6208,3013,0.6732458519,0.3267541481,67.3,32.7
2845,16015,"Boise County, Idaho",total_land,5292,5292,0,1,0,100,0
2846,16033,"Clark County, Idaho",total_land,531,531,0,1,0,100,0
2847,31163,"Sherman County, Nebraska",total_land,1941,1941,0,1,0,100,0
2848,72093,"Maricao Municipio, Puerto Rico",total_land,2740,1489,1251,0.5434306569,0.4565693431,54.3,45.7
2849,72095,"Maunabo Municipio, Puerto Rico",total_land,5546,1395,4151,0.2515326361,0.7484673639,25.2,74.8
2850,72097,"Mayag?ez Municipio, Puerto Rico",total_land,42825,1578,41247,0.03684763573,0.9631523643,3.7,96.3
2851,72099,"Moca Municipio, Puerto Rico",total_land,16800,2090,14710,0.1244047619,0.8755952381,12.4,87.6
2852,72101,"Morovis Municipio, Puerto Rico",total_land,12381,1450,10931,0.1171149342,0.8828850658,11.7,88.3
2853,72103,"Naguabo Municipio, Puerto Rico",total_land,12028,1127,10901,0.09369803791,0.9063019621,9.4,90.6
2854,72113,"Ponce Municipio, Puerto Rico",total_land,69630,2987,66643,0.04289817607,0.9571018239,4.3,95.7
2855,72111,"Pe?uelas Municipio, Puerto Rico",total_land,9220,1552,7668,0.168329718,0.831670282,16.8,83.2
2856,72105,"Naranjito Municipio, Puerto Rico",total_land,11282,0,11282,0,1,0,100
2857,72107,"Orocovis Municipio, Puerto Rico",total_land,9255,3354,5901,0.3623987034,0.6376012966,36.2,63.8
2858,72109,"Patillas Municipio, Puerto Rico",total_land,9360,2419,6941,0.2584401709,0.7415598291,25.8,74.2
2859,72115,"Quebradillas Municipio, Puerto Rico",total_land,10754,788,9966,0.07327506044,0.9267249396,7.3,92.7
2860,72117,"Rinc?n Municipio, Puerto Rico",total_land,9694,0,9694,0,1,0,100
2861,72119,"R?o Grande Municipio, Puerto Rico",total_land,24299,677,23622,0.02786122886,0.9721387711,2.8,97.2
2862,72121,"Sabana Grande Municipio, Puerto Rico",total_land,10958,980,9978,0.08943237817,0.9105676218,8.9,91.1
2863,72129,"San Lorenzo Municipio, Puerto Rico",total_land,17226,2098,15128,0.121792639,0.878207361,12.2,87.8
2864,54015,"Clay County, West Virginia",total_land,4572,4572,0,1,0,100,0
2865,54017,"Doddridge County, West Virginia",total_land,3946,3946,0,1,0,100,0
2866,54019,"Fayette County, West Virginia",total_land,21618,12270,9348,0.5675825701,0.4324174299,56.8,43.2
2867,54021,"Gilmer County, West Virginia",total_land,3448,2768,680,0.8027842227,0.1972157773,80.3,19.7
2868,54023,"Grant County, West Virginia",total_land,6366,5017,1349,0.788092994,0.211907006,78.8,21.2
2869,54025,"Greenbrier County, West Virginia",total_land,18980,13229,5751,0.6969968388,0.3030031612,69.7,30.3
2870,54027,"Hampshire County, West Virginia",total_land,13688,13688,0,1,0,100,0
2871,54041,"Lewis County, West Virginia",total_land,7958,5438,2520,0.683337522,0.316662478,68.3,31.7
2872,54031,"Hardy County, West Virginia",total_land,8078,6776,1302,0.8388214905,0.1611785095,83.9,16.1
2873,54033,"Harrison County, West Virginia",total_land,31431,11071,20360,0.352231873,0.647768127,35.2,64.8
2874,54035,"Jackson County, West Virginia",total_land,13305,9299,4006,0.6989101841,0.3010898159,69.9,30.1
2875,54037,"Jefferson County, West Virginia",total_land,22037,10977,11060,0.4981168036,0.5018831964,49.8,50.2
2876,54039,"Kanawha County, West Virginia",total_land,92618,21824,70794,0.2356345419,0.7643654581,23.6,76.4
2877,72127,"San Juan Municipio, Puerto Rico",total_land,199915,0,199915,0,1,0,100
2878,72123,"Salinas Municipio, Puerto Rico",total_land,14380,1895,12485,0.1317802503,0.8682197497,13.2,86.8
2879,72125,"San Germ?n Municipio, Puerto Rico",total_land,15920,1417,14503,0.08900753769,0.9109924623,8.9,91.1
2880,72131,"San Sebasti?n Municipio, Puerto Rico",total_land,18695,2459,16236,0.1315324953,0.8684675047,13.2,86.8
2881,72133,"Santa Isabel Municipio, Puerto Rico",total_land,9575,1266,8309,0.1322193211,0.8677806789,13.2,86.8
2882,72141,"Utuado Municipio, Puerto Rico",total_land,14192,6604,7588,0.4653325817,0.5346674183,46.5,53.5
2883,72139,"Trujillo Alto Municipio, Puerto Rico",total_land,30295,0,30295,0,1,0,100
2884,72135,"Toa Alta Municipio, Puerto Rico",total_land,27006,0,27006,0,1,0,100
2885,72137,"Toa Baja Municipio, Puerto Rico",total_land,36546,1,36545,0.00002736277568,0.9999726372,0,100
2886,72143,"Vega Alta Municipio, Puerto Rico",total_land,17002,293,16709,0.01723326667,0.9827667333,1.7,98.3
2887,72145,"Vega Baja Municipio, Puerto Rico",total_land,25401,1055,24346,0.04153379788,0.9584662021,4.2,95.8
2888,72147,"Vieques Municipio, Puerto Rico",total_land,5541,733,4808,0.1322865909,0.8677134091,13.2,86.8
2889,72149,"Villalba Municipio, Puerto Rico",total_land,9710,1422,8288,0.1464469619,0.8535530381,14.6,85.4
2890,72151,"Yabucoa Municipio, Puerto Rico",total_land,15798,2421,13377,0.1532472465,0.8467527535,15.3,84.7
2891,72153,"Yauco Municipio, Puerto Rico",total_land,18020,3312,14708,0.1837957825,0.8162042175,18.4,81.6
2892,16021,"Boundary County, Idaho",total_land,5175,3887,1288,0.7511111111,0.2488888889,75.1,24.9
2893,16017,"Bonner County, Idaho",total_land,24669,1.90E+04,5669,0.7701974138,0.2298025862,77,23
2894,16019,"Bonneville County, Idaho",total_land,39731,5403,34328,0.1359895296,0.8640104704,13.6,86.4
2895,16023,"Butte County, Idaho",total_land,1354,1354,0,1,0,100,0
2896,16025,"Camas County, Idaho",total_land,831,831,0,1,0,100,0
2897,16027,"Canyon County, Idaho",total_land,69409,13983,55426,0.2014580242,0.7985419758,20.1,79.9
2898,16029,"Caribou County, Idaho",total_land,3226,1957,1269,0.606633602,0.393366398,60.7,39.3
2899,16031,"Cassia County, Idaho",total_land,8372,4232,4140,0.5054945055,0.4945054945,50.5,49.5
2900,16049,"Idaho County, Idaho",total_land,8744,7213,1531,0.8249085087,0.1750914913,82.5,17.5
2901,16035,"Clearwater County, Idaho",total_land,4453,2912,1541,0.6539411633,0.3460588367,65.4,34.6
2902,16037,"Custer County, Idaho",total_land,3103,3103,0,1,0,100,0
2903,16039,"Elmore County, Idaho",total_land,12162,3822,8340,0.3142575234,0.6857424766,31.4,68.6
2904,16041,"Franklin County, Idaho",total_land,4528,2965,1563,0.6548144876,0.3451855124,65.5,34.5
2905,16043,"Fremont County, Idaho",total_land,8531,7246,1285,0.8493728754,0.1506271246,84.9,15.1
2906,16045,"Gem County, Idaho",total_land,7099,3104,3995,0.4372446823,0.5627553177,43.7,56.3
2907,16047,"Gooding County, Idaho",total_land,6093,3466,2627,0.5688494994,0.4311505006,56.9,43.1
2908,16061,"Lewis County, Idaho",total_land,1880,1880,0,1,0,100,0
2909,16051,"Jefferson County, Idaho",total_land,8722,5888,2834,0.6750745242,0.3249254758,67.5,32.5
2910,16053,"Jerome County, Idaho",total_land,8101,4116,3985,0.5080854216,0.4919145784,50.8,49.2
2911,16055,"Kootenai County, Idaho",total_land,63177,18056,45121,0.2858002121,0.7141997879,28.6,71.4
2912,16057,"Latah County, Idaho",total_land,15988,5923,10065,0.370465349,0.629534651,37,63
2913,16059,"Lemhi County, Idaho",total_land,4729,3130,1599,0.6618735462,0.3381264538,66.2,33.8
2914,16083,"Twin Falls County, Idaho",total_land,31072,8463,22609,0.2723674047,0.7276325953,27.2,72.8
2915,16063,"Lincoln County, Idaho",total_land,1976,1976,0,1,0,100,0
2916,16065,"Madison County, Idaho",total_land,11280,3280,8000,0.2907801418,0.7092198582,29.1,70.9
2917,16067,"Minidoka County, Idaho",total_land,7665,3323,4342,0.433529028,0.566470972,43.4,56.6
2918,16069,"Nez Perce County, Idaho",total_land,17438,3395,14043,0.194689758,0.805310242,19.5,80.5
2919,16071,"Oneida County, Idaho",total_land,1906,1906,0,1,0,100,0
2920,16079,"Shoshone County, Idaho",total_land,7061,3964,3097,0.5613935703,0.4386064297,56.1,43.9
2921,16081,"Teton County, Idaho",total_land,5478,5478,0,1,0,100,0
2922,16073,"Owyhee County, Idaho",total_land,4781,3829,952,0.8008784773,0.1991215227,80.1,19.9
2923,16075,"Payette County, Idaho",total_land,8945,3680,5265,0.4114030184,0.5885969816,41.1,58.9
2924,16077,"Power County, Idaho",total_land,2944,1320,1624,0.4483695652,0.5516304348,44.8,55.2
2925,17023,"Clark County, Illinois",total_land,7772,4492,3280,0.5779722079,0.4220277921,57.8,42.2
2926,16085,"Valley County, Idaho",total_land,11789,11789,0,1,0,100,0
2927,16087,"Washington County, Idaho",total_land,4529,2164,2365,0.477809671,0.522190329,47.8,52.2
2928,17001,"Adams County, Illinois",total_land,29842,9277,20565,0.3108705851,0.6891294149,31.1,68.9
2929,17019,"Champaign County, Illinois",total_land,87569,10820,76749,0.1235597072,0.8764402928,12.4,87.6
2930,17021,"Christian County, Illinois",total_land,15563,6735,8828,0.4327571805,0.5672428195,43.3,56.7
2931,17013,"Calhoun County, Illinois",total_land,2835,2835,0,1,0,100,0
2932,17017,"Cass County, Illinois",total_land,5836,3282,2554,0.5623714873,0.4376285127,56.2,43.8
2933,17015,"Carroll County, Illinois",total_land,8437,6940,1497,0.8225672632,0.1774327368,82.3,17.7
2934,17003,"Alexander County, Illinois",total_land,4006,2259,1747,0.5639041438,0.4360958562,56.4,43.6
2935,17007,"Boone County, Illinois",total_land,19970,4058,15912,0.2032048072,0.7967951928,20.3,79.7
2936,17005,"Bond County, Illinois",total_land,7089,4766,2323,0.6723092115,0.3276907885,67.2,32.8
2937,17011,"Bureau County, Illinois",total_land,15720,8810,6910,0.56043257,0.43956743,56,44
2938,17009,"Brown County, Illinois",total_land,2462,1465,997,0.5950446791,0.4049553209,59.5,40.5
2939,25027,"Worcester County, Massachusetts",total_land,326788,56607,270181,0.1732223949,0.8267776051,17.3,82.7
2940,26001,"Alcona County, Michigan",total_land,11073,10861,212,0.9808543304,0.01914566965,98.1,1.9
2941,26009,"Antrim County, Michigan",total_land,17824,17824,0,1,0,100,0
2942,54043,"Lincoln County, West Virginia",total_land,9887,9887,0,1,0,100,0
2943,54045,"Logan County, West Virginia",total_land,16743,11461,5282,0.6845248761,0.3154751239,68.5,31.5
2944,54047,"McDowell County, West Virginia",total_land,11322,9748,1574,0.8609786257,0.1390213743,86.1,13.9
2945,54049,"Marion County, West Virginia",total_land,26463,10568,15895,0.3993500359,0.6006499641,39.9,60.1
2946,54051,"Marshall County, West Virginia",total_land,15918,7777,8141,0.4885664028,0.5114335972,48.9,51.1
